Index,Description,Reviews,Price,Discount,Brand,TV_Type,TV_Size,TV_Pixels
316,"Insignia 55"" 4K UHD HDR LCD Smart TV (NS-55F301CA22) - Fire TV Edition - 2020 - Only at Best Buy",(3274 Reviews),$549.95,$48,Insignia,LCD,55,4K
317,"Sony X85K 50"" 4K UHD HDR LED Smart Google TV (KD50X85K) - 2022 - Open Box",(1 Review),$759.99,$223,Sony,LED,50,4K
318,"Open Box - Samsung 50"" 4K UHD HDR LED Tizen Smart TV (UN50AU8000FXZC) - 2021",(0 Reviews),$574.99,$800,Samsung,LED,50,4K
319,"Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q80BAFXZC) - Titan Black - Open Box",(0 Reviews),$699.99,$249,Samsung,LED,55,4K
320,"Samsung 58"" 4K UHD HDR LED Tizen Smart TV (UN58TU7000FXZC) - Titan Grey OPEN BOX",(63 Reviews),$549.99,$25,Samsung,LED,58,4K
321,"Open Box - Samsung 32"" 1080p HD HDR QLED Tizen Smart TV (QN32Q50AAFXZC) - 2021",(0 Reviews),$399.99,$550,Samsung,LED,32,1080p
322,"Open Box - Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC)",(3 Reviews),"$1,349.99",NA,Samsung,OLED,55,4K
323,"Sony X80K 75"" 4K UHD HDR LED Smart Google TV (KD75X80K) - 2022 - Open Box",(1 Review),"$1,359.99",15.5,Sony,LED,75,4K
324,"LG Objet Collection Posé 55"" 4K UHD HDR OLED webOS Smart TV (55LX1QPUA) - 2022",(2 Reviews),"$2,699.99",$100,LG,OLED,55,4K
325,"Sony BRAVIA 75"" 4K UHD HDR LED Google TV Smart TV (XR75X90K) - 2022 - Open Box",(0 Reviews),"$1,599.99",15.5,Sony,LED,75,4K
326,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q70AAFXZC) - 2021",(6 Reviews),$934.99,12.2,Samsung,LED,55,4K
327,"Insignia 43"" 4K UHD HDR LED Smart TV (NS-43F301CA22) - Fire TV Editon - 2021 - Only at Best Buy",(2143 Reviews),$499.95,$60,Insignia,LED,43,4K
328,"Open Box - Sony BRAVIA XR 50"" 4K UHD HDR LED Google Smart TV (XR50X90J) - 2021",(4952 Reviews),$959.99,15.5,Sony,LED,50,4K
329,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q70AAFXZC) - 2021",(2834 Reviews),"$2,199.97",15.5,Samsung,LED,75,4K
330,"LG 65"" G2 4K UHD HDR OLED webOS Evo Gallery Smart TV (OLED65G2PUA) - 2022 - Satin Silver - Open Box",(646 Reviews),"$3,199.99",15.5,LG,OLED,65,4K
331,"Samsung 55"" 4K UHD HDR Curved LED Tizen OS Smart TV (UN55TU8300FXZC) - 2020 - Charcoal Black",(10 Reviews),"$1,399.99",$160,Samsung,LED,55,4K
332,"Samsung 55"" 4K UHD Neo QLED Tizen Smart TV (QN55QN90BAFXZC) - Titan Black - Open Box",(2 Reviews),"$1,199.99",15.5,Samsung,LED,55,4K
333,"Sony 65"" 4K UHD HDR LED Smart Google TV (XR65X90L) - 2023",(0 Reviews),"$1,999.99",15.5,Sony,LED,65,4K
334,"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED80URA) - 2023 - Dark Meteor Titan",(6 Reviews),"$3,299.99",15.5,LG,QNED,86,4K
335,"Sony 55"" 4K UHD HDR OLED Smart Google TV (XR55A80L) - 2023",(0 Reviews),"$2,399.99",$113,Sony,OLED,55,4K
336,"Refurbished (Good) - TCL 43"" Class 4-Series 4K UHD HDR Roku Smart TV (43S431)",(0 Reviews),$286.99,NA,NA,NA,43,4K
337,"TCL 85"" 4K UHD HDR LED Roku Smart TV (85S455-CA) - 2022",(0 Reviews),"$1,999.99",NA,NA,LED,85,4K
338,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60AAFXZC) - 2021 - Titan Grey",(1 Review),"$1,019.99",$400,Samsung,LED,65,4K
339,"REFURBISHED (GOOD) - TCL 75"" Class 4-Series 4K UHD HDR Smart Roku TV (75S451)",(0 Reviews),$599.99,$55,TCL 75,NA,75,4K
340,"Sony X85K 55"" 4K UHD HDR LED Smart Google TV (KD55X85K) - 2022 - Open Box",(1 Review),$879.99,15.5,Sony,LED,55,4K
341,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65Q70AAFXZC) - 2021",(0 Reviews),"$1,274.99",$90,Samsung,LED,65,4K
342,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q75AAFXZC) - Only at Best Buy - Open Box",(0 Reviews),"$1,439.99","$5,799.99",Samsung,LED,75,4K
343,"Samsung 75"" 8K UHD HDR Neo QLED Tizen Smart TV (QN75QN800CFXZC) - 2023 - Titan Black",(5 Reviews),NA,NA,Samsung,LED,75,NA
344,"Open Box - Samsung The Frame 43"" 4K UHD HDR QLED Tizen OS Smart TV (QN43LS03AAFXZC) - 2021",(2 Reviews),$934.99,15.5,Samsung,LED,43,4K
345,"LG NanoCell 50"" 4K UHD HDR LED webOS Smart TV (50NANO85APA) - 2021",(7 Reviews),$899.97,15.5,LG,LED,50,4K
346,"Samsung 77"" 4K UHD HDR OLED Tizen Smart TV (QN77S92CAFXZC) - 2023 - Titan Black",(0 Reviews),"$4,899.99",$300,Samsung,OLED,77,4K
347,"Refurbished (Good) - Onn. 65"" Class 4K (2160p) UHD LED Roku Smart TV HDR (100012587)",(0 Reviews),$399.99,$500,NA,LED,65,4K
348,"Open Box - Samsung 60"" QN60Q60BAFXZC - 4K UHD QLED LCD TV with One Year DC Canada Warranty",(0 Reviews),$799.99,$50,Samsung,LED,60,4K
349,"Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q80BAFXZC) - Titan Black - Open Box",(0 Reviews),$799.99,15.5,Samsung,LED,50,4K
350,"Open Box - Sony BRAVIA XR A90J 83"" 4K UHD HDR OLED Smart Google TV (XR83A90J) - 2021",(0 Reviews),"$5,759.99",NA,Sony,OLED,83,4K
351,"Open Box - Pioneer 43"" 4K UHD HDR LED Smart TV (PN43951-22C) - Fire TV Edition - 2021 - Only at Best Buy",(5 Reviews),$365.99,15.5,NA,LED,43,4K
352,"Sony BRAVIA 65"" 4K UHD HDR LED Google TV Smart TV (XR65X90K) - 2022 - Open Box",(3 Reviews),"$1,199.99",15.5,Sony,LED,65,4K
353,"Sony BRAVIA XR X95K 75"" 4K UHD HDR Mini-LED Smart Google TV (XR75X95K) - 2022 - Open Box",(0 Reviews),"$3,359.99",15.5,Sony,LED,75,4K
354,"Sony 85"" 4K UHD HDR LED Smart Google TV (XR85X93L) - 2023",(0 Reviews),"$6,299.99",12.2,Sony,LED,85,4K
355,"LG 43"" 4K UHD HDR LED webOS Smart TV (43UP7700PUB) - 2021",(9 Reviews),$649.97,15.5,LG,LED,43,4K
356,"Sony BRAVIA XR Z9J 85"" 8K UHD HDR LED Smart Google TV (XR85Z9J) - 2021",(44 Reviews),"$8,999.95",$200,Sony,LED,85,NA
357,"Sony BRAVIA XR 77"" 4K UHD HDR OLED Google TV Smart TV (XR77A80K) - 2022 - Titanium Black - Open Box",(0 Reviews),"$3,199.99",15.5,Sony,OLED,77,4K
358,"LG 75"" 4K UHD HDR QNED webOS Smart TV (75QNED80URA) - 2023 - Ashed Blue",(6 Reviews),"$2,499.99",$300,LG,QNED,75,4K
359,"Refurbished (Good) - VIZIO 70"" Class 4K UHD LED SmartCast Smart TV HDR V-Series (V705-J)",(0 Reviews),$499.99,NA,VIZIO,LED,70,4K
360,"Open Box - Samsung 55"" 4K UHD HDR QLED Tizen Smart TV (QN55Q60AAFXZC) - 2021 - Titan Grey",(1 Review),$764.99,$140,Samsung,LED,55,4K
361,"Sony BRAVIA 85"" 4K UHD HDR LED Google TV Smart TV (XR85X90K) - 2022 - Open Box",(0 Reviews),"$2,239.99",15.5,Sony,LED,85,4K
362,"LG NanoCell 70"" 4K UHD HDR LED webOS Smart TV (70NANO75UQA) - 2022 - Ashed Blue - Open Box",(0 Reviews),$959.99,15.5,LG,LED,70,4K
363,"Samsung 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85Q70AAFXZC) - 2021",(2643 Reviews),"$2,799.97",15.5,Samsung,LED,85,4K
364,"Samsung 55"" 4K UHD QLED Tizen OS Smart TV (QN55QN85CAFXZC) - 2023 - Titan Black",(11 Reviews),"$1,899.99",$300,Samsung,LED,55,4K
365,"Sony X80K 50"" 4K UHD HDR LED Smart Google TV (KD50X80K) - 2022 - Open Box",(0 Reviews),$599.99,$450,Sony,LED,50,4K
366,"Refurbished (Good) - SAMSUNG 60"" Class 4K Crystal UHD (2160p) LED Smart TV with HDR (UN60TU7000)",(1 Review),$499.99,$60,Samsung,LED,60,4K
367,"LG LED 24LJ4540 24"" HD 720p LED TV - 1366x768 - 14ms - 1000:1",(277 Reviews),$219.88,12.2,LG,LED,24,720p
368,"Open Box - Insignia 42"" 1080p LED Smart TV (NS-42F201CA23) - Fire TV Edition - 2022",(0 Reviews),$229.99,"$1,149",Insignia,LED,42,1080p
369,"[Bundle Open Box 10/10] Samsung 55"" 4K UHD OLED Tizen Smart TV (QN55S95BAFXZC) + Samsung HWS800B Watt 3.1.2 Channel Dolby Atmos Sound Bar with Wireless Subwoofer",(1 Review),"$1,649.99",$80,Samsung,OLED,55,4K
370,"Amazon Fire TV Omni QLED Series 55"" 4K UHD Smart TV (QL55F601C) - 2023",(0 Reviews),$749.99,$200,Amazon fire TV,LED,55,4K
371,"Samsung The Frame 55"" 4K UHD HDR QLED Tizen Smart TV (QN55LS03BAFXZC) - 2022 - Charcoal Black - Open Box",(0 Reviews),"$1,598",15.5,Samsung,LED,55,4K
372,"Samsung 77"" 4K UHD HDR OLED Tizen Smart TV (QN77S90CAFXZC) - 2023 - Titan Black",(17 Reviews),"$4,799.99",15.5,Samsung,OLED,77,4K
373,"Open Box - Sony BRAVIA XR 65"" 4K UHD HDR OLED Google Smart TV (XR65A90J) - 2021",(3 Reviews),"$2,879.99",15.5,Sony,OLED,65,4K
374,"LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55C1AUB) - 2021 - Open Box",(1 Review),"$1,649.99",15.5,LG,OLED,55,4K
375,"Sony X85K 65"" 4K UHD HDR LED Smart Google TV (KD65X85K) - 2022 - Open Box",(1 Review),"$1,119.99",15.5,Sony,LED,65,4K
376,"Samsung 85"" 4K UHD HDR QLED Smart TV (QN85Q80CAFXZC) - 2023 - Titan Black",(22 Reviews),"$3,699.99",$35,Samsung,LED,85,4K
377,"Samsung The Frame 32"" 1080p HD HDR QLED Tizen Smart TV (QN32LS03BBFXZC) -2022 -Charcoal Black -Open Box",(0 Reviews),$559.99,$100,Samsung,LED,32,1080p
378,RCA DEL HD 720P TV 24 in (RT2412-E) - Open Box - (Condition 10/10),(0 Reviews),$99.99,15.5,NA,NA,NA,NA
379,"Hisense A68H 75"" 4K UHD HDR LCD Smart Google TV (75A68H) - 2022",(19 Reviews),$999.99,15.5,Hisense,LCD,75,4K
380,"Samsung The Frame 65"" 4K UHD HDR QLED Tizen OS Smart TV (QN65LS03AAFXZC) - 2021",(1755 Reviews),"$1,999.97",15.5,Samsung,LED,65,4K
381,"Open Box - Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75TU690TFXZC) - 2022",(1 Review),"$1,119.99",$100,Samsung,LED,75,4K
382,"TCL 4-Series 75"" 4K UHD HDR LED Smart Google TV (75S446-CA) - 2021",(179 Reviews),$999.99,NA,NA,LED,75,4K
383,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen OS Smart TV (QN75Q60AAFXZC) - 2021 - Titan Grey",(2 Reviews),"$1,444.99",15.5,Samsung,LED,75,4K
384,"Samsung 65"" 8K UHD HDR Mini-LED Tizen OS Smart TV (QN65QN900AFXZC) - 2021 - Stainless Steel",(493 Reviews),"$3,999.97",15.5,Samsung,LED,65,NA
385,"Open Box - Samsung 85"" 4K UHD HDR QLED Tizen Smart TV (QN85QN85AAFXZC) - 2021 - Titan Black",(0 Reviews),"$3,059.99",$100,Samsung,LED,85,4K
386,"Refurbished (Excellent) - RCA 24"" 720P LED HDTV RT2412 - Certified Refurbished",(0 Reviews),$99.99,$400,NA,LED,24,NA
387,"Refurbished (Good) - ONN. 70""Â Class 4K UHD (2160P) LED Roku Smart TV HDR (100012588)",(0 Reviews),$499.99,$600,NA,LED,70,4K
388,"Refurbished (Good) - SAMSUNG 70"" Class 4K Crystal UHD (2160P) LED Smart TV with HDR (UN70TU700D/UN70TU7000)",(0 Reviews),$699.99,12.2,Samsung,LED,70,4K
389,"Samsung The Sero 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS05BAFXZC) - 2022 - Navy Blue",(2 Reviews),"$1,899.99",$60,Samsung,LED,43,4K
390,"Refurbished (Good) - VIZIO 32"" Class HD Smart TV D-Series (D32h-J09)",(0 Reviews),$139.99,$300,VIZIO,NA,32,NA
391,"Hisense A68H 85"" 4K UHD HDR LCD Smart Google TV (85A68H) - 2022",(19 Reviews),"$1,599.99",15.5,Hisense,LCD,85,4K
392,"Open Box - LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65C1AUB) - 2021",(0 Reviews),"$1,424.99",NA,LG,OLED,65,4K
393,"Amazon Fire TV Omni QLED Series 50"" 4K UHD Smart TV (QL50F601C) - 2023",(0 Reviews),$649.99,15.5,Amazon fire TV,LED,50,4K
394,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q80BAFXZC) - Titan Black - Open Box",(0 Reviews),"$1,599.99",NA,Samsung,LED,75,4K
395,"TCL 4-Series 65"" 4K UHD HDR LED Roku OS Smart TV (65S425-CA)",(1707 Reviews),$598.97,15.5,NA,LED,65,4K
396,"Sony 75"" 4K UHD HDR LED Smart Google TV (KD75X77L) - 2023",(0 Reviews),"$1,599.99",15.5,Sony,LED,75,4K
397,"Sony BRAVIA XR Z9J 75"" 8K UHD HDR LED Smart Google TV (XR75Z9J) - 2021",(85 Reviews),"$5,999.97",15.5,Sony,LED,75,NA
398,"Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75CU8000FXZC) - 2023",(54 Reviews),"$1,699.99",$420,Samsung,LED,75,4K
399,"Samsung 55"" 4K UHD Neo QLED Tizen Smart TV (QN55QN90BAFXZC) - Titan Black - Open Box",(0 Reviews),"$1,079.95",$902,Samsung,LED,55,4K
400,"LG OLED Evo C2 Series 65” Alexa Built-in 4k Smart TV (3840 x 2160), 120Hz Refresh Rate, AI-Powered 4K, Dolby Cinema, WiSA Ready, Cloud Gaming, (OLED65C2, 2022) + Wall Mount",(0 Reviews),"$2,397.99",15.5,LG,OLED,NA,4K
401,"Open Box - Samsung 85"" 4K UHD HDR LED Tizen OS Smart TV (UN85AU7980FXZC) - 2021 - Titan Grey",(0 Reviews),"$1,919.99",$50,Samsung,LED,85,4K
402,"Sony BRAVIA XR X95K 65"" 4K UHD HDR Mini-LED Smart Google TV (XR65X95K) - 2022 - Open Box",(0 Reviews),"$2,159.99",15.5,Sony,LED,65,4K
403,"LG 65"" 4K UHD HDR QNED webOS Smart TV (65QNED80URA) - 2023 - Ashed Blue",(6 Reviews),"$1,599.99",15.5,LG,QNED,65,4K
404,"Samsung 82"" 4K UHD HDR LED Tizen OS Smart TV (UN82TU7000FXZC) - 2021 - Titan Grey",(12279 Reviews),"$1,698.97",$320,Samsung,LED,82,4K
405,"Open Box - Sony X85K 55"" 4K UHD HDR LED Smart Google TV (KD55X85K) - 2022",(1 Review),$779.99,15.5,Sony,LED,55,4K
406,"Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60AAFXZC) - 2021 - Titan Grey",(3449 Reviews),"$1,099.97",$650,Samsung,LED,65,4K
407,"50"" Samsung QN50Q82BAFXZC QLED 4K Smart TV",(0 Reviews),$649.99,15.5,Samsung,LED,50,4K
408,"Open Box - Samsung 65"" 4K UHD HDR LED Tizen Smart TV (UN65TU8000FXZC)",(3 Reviews),$899.99,NA,Samsung,LED,65,4K
409,"Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75Q60BAFXZC) - Titan Grey - Open Box",(0 Reviews),"$1,599.99",$200,Samsung,LED,75,4K
410,"Samsung 55"" OPEN BOX Crystal UHD Smart TV AU8000 (UN55AU8000) Brand New Condition With One Year Samsung Warranty",(0 Reviews),$599.99,$602,Samsung,NA,55,NA
411,Samsung – 65 Inch QN85B Neo QLED 4K UHD HDR 24X Dolby Atmos Gaming Smart TV [QN65QN85BAFXZC] - Open Box- 10/10 Condition,(0 Reviews),"$1,398",15.5,Samsung,LED,NA,4K
412,"LG 86"" 4K UHD HDR QNED webOS Smart TV (86QNED80UQA) - 2022 - Dark Titan Silver/Ashed Blue - Open Box",(0 Reviews),"$1,839.99",15.5,LG,QNED,86,4K
413,"LG 77"" 4K UHD HDR OLED webOS Smart TV (OLED77C1AUB) - 2021",(12142 Reviews),"$4,499.97",12.2,LG,OLED,77,4K
414,"LG 42"" 4K UHD HDR OLED webOS Evo ThinQ AI Smart TV (OLED42C2PUA) - 2022 - Dark Titan Silver - Open Box",(0 Reviews),"$1,199.99",$105,LG,OLED,42,4K
415,"Samsung 65"" 4K UHD Neo QLED Tizen Smart TV (QN65QN90BAFXZC) - Titan Black - Open Box",(0 Reviews),"$1,679.99",15.5,Samsung,LED,65,4K
416,"Open Box - Sony BRAVIA 65"" 4K UHD HDR OLED Android Smart TV (XBR65A8H)",(1 Review),"$1,799.99",$600,Sony,OLED,65,4K
417,"Open Box - Samsung 65"" 4K UHD HDR QLED Tizen Smart TV (QN65Q60BAFXZC) - Titan Grey",(0 Reviews),$799.99,NA,Samsung,LED,65,4K
418,"Samsung The Frame 85"" 4K UHD HDR QLED Tizen OS Smart TV (QN85LS03AAFXZC) - 2021",(146 Reviews),"$4,299.95",$221,Samsung,LED,85,4K
419,"Samsung The Frame 43"" 4K UHD HDR QLED Tizen Smart TV (QN43LS03BAFXZC) -2022 -Charcoal Black -Open Box",(0 Reviews),$978,15.5,Samsung,LED,43,4K
420,"Open Box - LG NanoCell 75"" 8K UHD HDR LED webOS Smart TV (75NANO95) - 2020",(1 Review),"$2,039.99",$250,LG,LED,75,NA
421,"Refurbished (Good) - TCL 65"" Class 4-Series 4K UHD HDR Roku Smart TV (65S431)",(0 Reviews),$449.99,NA,NA,NA,65,4K
422,"Amazon Fire TV Omni 65"" 4K UHD HDR LED Smart TV (B08T6F9XKL) - 2021",(6 Reviews),$999.99,7.5,Amazon fire TV,LED,65,4K
423,"Insignia 22"" 1080p HD LED TV (NS-22D510NA19) - Only at Best Buy",(2238 Reviews),$228.97,$300,Insignia,LED,22,1080p
424,"SAMSUNG 55"" 4K SMART LED TV",(20274 Reviews),$699.99,15.5,Samsung,LED,55,4K
425,"LG NanoCell 65"" 8K UHD HDR LCD webOS Smart TV (65NANO95) - 2020",(32 Reviews),"$1,499.97",$81,LG,LCD,65,NA
426,"Refurbished (Good) - Samsung 32"" 720p HD LED Tizen Smart TV (UN32M4500BFXZC) - Glossy Black",(12 Reviews),$199,15.5,Samsung,LED,32,720p
427,"Insignia 50"" 4K U HD HDR LCD Smart TV (NS-50F301CA22) - Fire TV Edition - 2020 - Only at Best Buy",(11 Reviews),$579.95,$40,Insignia,LCD,50,4K
428,"Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q60BAFXZC) - Titan Grey - Open Box",(1 Review),$639.99,$600,Samsung,LED,50,4K
429,"Refurbished (Good) - SAMSUNG QN65QN90A 65"" CLASS QN90A NEO QLED 4K SMART TV (2021)",(0 Reviews),"$1,099.99",15.5,Samsung,LED,65,4K
430,"Sony 65"" 4K UHD HDR LED Smart Google TV (KD65X77L) - 2023",(0 Reviews),$929.99,$100,Sony,LED,65,4K
431,"TCL 4-Series 75"" 4K UHD HDR LED Roku TV Smart TV (75S435-CA) - 2021",(165 Reviews),$999.99,$101,NA,LED,75,4K
432,"Samsung 65"" 4K UHD OLED Tizen Smart TV (QN65S95BAFXZC) OPEN BOX 10/10",(0 Reviews),"$2,298",$200,Samsung,OLED,65,4K
433,"Open Box - Samsung 43"" 4K UHD HDR LED Tizen Smart TV (UN43AU8000FXZC) - 2021",(0 Reviews),$448,15.5,Samsung,LED,43,4K
434,"Samsung 65"" 4K UHD HDR Mini-LED Tizen OS Smart TV (QN65QN90AAFXZC) - 2021 - Titan Black",(2245 Reviews),"$1,999.97",15.5,Samsung,LED,65,4K
435,"Samsung 75"" 8K UHD HDR Mini-LED Tizen OS Smart TV (QN75QN900AFXZC) - 2021 - Stainless Steel",(497 Reviews),"$5,998.97",15.5,Samsung,LED,75,NA
436,"Samsung The Terrace 75"" 4K UHD HDR QLED Tizen Smart Outdoor TV (QN75LST9TAFXZC) - 2021 - Titan Black",(0 Reviews),"$9,999.99",15.5,Samsung,LED,75,4K
437,"Open Box - Samsung 55"" 4K UHD HDR LED Tizen Smart TV (UN55TU8500FXZC)",(0 Reviews),$799.99,12.2,Samsung,LED,55,4K
438,"LG NanoCell 43"" 4K UHD HDR LED webOS Smart TV (43NANO75UPA) - 2021",(1055 Reviews),$549.97,NA,LG,LED,43,4K
439,"Open Box - Samsung 65"" 4K UHD HDR Mini-LED Tizen OS Smart TV (QN65QN90AAFXZC) - 2021 - Titan Black",(4 Reviews),"$1,699.99","$1,550",Samsung,LED,65,4K
440,"Open Box - Samsung 75"" 4K UHD HDR QLED Tizen Smart TV (QN75QN88BAFXZC) - Titan Black",(0 Reviews),"$1,949.99",NA,Samsung,LED,75,4K
441,"Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75MU6300FXZC) - Dark Titan",(13 Reviews),"$1,799.97",15.5,Samsung,LED,75,4K
442,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65A2PUA) - 2022 - Open Box",(0 Reviews),"$2,239.99",$100,LG,OLED,65,4K
443,"Hisense (50R63G) 50"" 4k UHD HDR Smart Roku LED TV (Refurbished)",(0 Reviews),$399.99,15.5,Hisense,LED,50,NA
444,"LG NanoCell 75"" 4K UHD HDR LED webOS Smart TV (75NANO75UQA) - 2022 - Ashed Blue - Open Box",(0 Reviews),"$1,039.99",$301,LG,LED,75,4K
445,"LG 86UQ7590PUD 86"" 4K UHD HDR LED webOS Smart TV Dark Iron Grey - Factory Refurbished",(0 Reviews),"$1,499",$50,LG,LED,86,4K
446,Hisense A4 Series 40-Inch Class FHD Smart Android TV with DTS Virtual X,(252 Reviews),$566.66,$500,Hisense,NA,NA,NA
447,"TCL XL 85"" 4K UHD HDR QLED Roku Smart TV (85R745-CA) - 2021",(30 Reviews),"$3,499.99",$80,NA,LED,85,4K
448,"Open Box - Samsung 32"" 1080p HD LED Tizen Smart TV (UN32N5300AFXZC) - Glossy Black",(1 Review),$319,$380,Samsung,LED,32,1080p
449,"Refurbished (Good) - TCL 65"" 5-Series 4K UHD Dolby Vision HDR QLED Roku Smart TV (65S531)",(0 Reviews),$619.99,$200,NA,LED,65,4K
450,"Refurbished (Good) - SAMSUNG 55"" Class TU700D-Series Crystal Ultra HD 4K Smart TV ( UN55TU7000 / UN55TU700D )",(0 Reviews),$499.99,$400,Samsung,NA,55,Ultra HD
451,"Refurbished (Good) - Hisense 75"" Class 4K UHD LED Roku Smart TV HDR ( 75R6E3 )",(0 Reviews),$699.99,"$1,000",Hisense,LED,75,4K
452,"Samsung Neo 65"" 8K UHD QLED 120Hz Smart TV FreeSync Premium Pro HDMI USB Black Television (QN65QN800BFXZC)",(0 Reviews),"$2,199.99",15.5,Samsung,LED,65,NA
453,"Open Box - Sony BRAVIA XR X95J 65"" 4K UHD HDR LED Smart Google TV (XR65X95J) - 2021",(2 Reviews),"$1,699.99",15.5,Sony,LED,65,4K
454,"Samsung The Serif 65"" 4K UHD HDR QLED Tizen Smart TV (QN65LS01BAFXZC) - 2022 - Cloud White -Open Box",(0 Reviews),"$1,679.99",$700,Samsung,LED,65,4K
455,"75"" Samsung QN75QN95BAFXZC Neo QLED 4K Smart TV",(0 Reviews),"$2,899.99",15.5,Samsung,LED,75,4K
456,"Samsung 65"" 4K UHD HDR LED Tizen Smart TV (UN65TU8000FXZC)",(6439 Reviews),$998.97,NA,Samsung,LED,65,4K
457,"Open Box - Sony 85"" 4K UHD HDR LED Google Smart TV (KD85X91J) - 2021",(0 Reviews),"$2,549.99",15.5,Sony,LED,85,4K
458,"LG 65"" 4K UHD HDR LCD webOS Smart TV (65UP7000PUA) - 2021 - Open Box",(0 Reviews),$719.99,$130,LG,LCD,65,4K
459,"REFURBISHED (GOOD) - Philips 55"" Class 4K Ultra HD (2160P) Roku Smart LED TV (55PFL5756/F7)",(0 Reviews),$369.99,15.5,NA,LED,55,4K
460,"Neptune Partial Sun 55"" 4K UHD HDR LED webOS Outdoor Smart TV (NT553)",(0 Reviews),"$2,997.98",15.5,NA,LED,55,4K
461,"LG NanoCell 86"" 4K UHD HDR LED webOS Smart TV (86NANO75UQA) - 2022 - Ashed Blue - Open Box",(291 Reviews),"$1,599.99",$450,LG,LED,86,4K
462,"Open Box - Samsung The Serif 55"" 4K UHD HDR QLED Tizen Smart TV (QN55LS01BAFXZC) - 2022 - Cloud White",(0 Reviews),"$1,048",15.5,Samsung,LED,55,4K
463,"Sony BRAVIA 65"" 4K UHD HDR OLED Android Smart TV (XBR65A8H)",(2496 Reviews),"$2,298.97",$410,Sony,OLED,65,4K
464,"Open Box - Samsung 50"" 4K UHD HDR QLED Tizen Smart TV (QN50Q80BAFXZC) - Titan Black",(0 Reviews),$689.97,NA,Samsung,LED,50,4K
465,"Open Box - Samsung 75"" 4K UHD HDR LED Tizen Smart TV (UN75RU8000FXZC)",(1 Review),$999.99,$600,Samsung,LED,75,4K
466,"Refurbished (Good) - Samsung 75"" Class TU700D/TU7000 -Series Crystal Ultra HD 4K Smart TV ( UN75TU7000 / UN75TU700D)",(0 Reviews),$899.99,15.5,Samsung,NA,75,Ultra HD
467,"LG 75"" 4K UHD HDR LED webOS Smart TV (75UP7770PUB) - 2021",(2 Reviews),"$1,799.97","$1,700",LG,LED,75,4K
468,"Samsung 75"" 8K UHD Neo QLED Tizen Smart TV (QN75QN800BFXZ) - Stainless Steel",(0 Reviews),"$4,299.99",15.5,Samsung,LED,75,NA
469,"LG 65"" 4K UHD HDR OLED webOS Smart TV (OLED65BXPUA)",(744 Reviews),"$2,498.97",15.5,LG,OLED,65,4K
470,"LG 65"" 4K UHD HDR MiniLED webOS Smart TV (65QNED90UPA) - 2021 - Light Black",(178 Reviews),"$3,199.97",$780,LG,LED,65,4K
471,"Refurbished (Good) - SAMSUNG 70"" Class Q6-Series 4K Ultra HD Smart QLED TV (QN70Q6DA / QN70Q60A)",(0 Reviews),"$1,099.99",$301,Samsung,LED,70,4K
472,"[Bundle] SAMSUNG QN65Q80BA 65"" 4K QLED Tizen Smart TV + HW-B450/ZC 2.1 Channel Sound Bar with Wireless Subwoofer - Open box 10/10 with 1 year seller warranty",(0 Reviews),"$1,398",15.5,Samsung,LED,65,4K
473,"Open Box - LG 75"" 4K UHD HDR QNED MiniLED webOS Smart TV (75QNED90UPA) - 2021",(0 Reviews),"$1,619.99",NA,LG,QNED,75,4K
474,"Amazon Fire TV Omni 75"" 4K UHD HDR LED Smart TV (B08T6DX84M) - 2021",(1 Review),"$1,199.99",15.5,Amazon fire TV,LED,75,4K
475,"Open Box - LG 55"" 4K UHD HDR OLED webOS Smart TV (OLED55CXPUA)",(7239 Reviews),"$1,569.99",$300,LG,OLED,55,4K
476,"Open Box - Sony BRAVIA 55"" 4K UHD HDR LED Google TV Smart TV (XR55X90K) - 2022",(0 Reviews),$899.99,NA,Sony,LED,55,4K
